Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,"Total IBRD, IDA and GRANT Commitment $US",Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Last Update Date,Abstract
P173529,Western and Central Africa,Burkina Faso,,"Burkina Faso Third Fiscal Management, Sustainable Growth, and Service Delivery Development Policy Financing","The Program Development Objective (PDO) is to support the Government's efforts to: (i) strengthen fiscal management; (ii) improve natural resources management and livestock productivity; and (iii) enhance service delivery and social spending efficiency.
","MINISTERE DE L'ECONOMIE, DES FINANCES ET DU DEVELOPPEMENT",,https://projects.worldbank.org/en/projects-operations/project-detail/P173529,"April 13, 2021","December 6, 2021","January 12, 2022","December 31, 2022",BANK APPROVED,I,,0.0,200000000.0,,0.0,BURKINA FASO,,,,,,,"March 6, 2024","The development objectives of the Third Fiscal Management, Sustainable Growth, and Service Delivery Development Policy Financing in Burkina Faso support the Government's efforts to: (i) strengthen fiscal management; (ii) improve natural resources management and livestock productivity; and (iii) enhance service delivery and social spending efficiency. Pillar 1, strengthening fiscal management, has the following results indicators: (1) number of business and individual taxpayers registered in the government’s taxpayer database; (2) property taxes collected by general government (as a share of GDP); (3) proportion of public investment projects included in the budget that have at least one feasibility study validated by the national committee for validation of feasibility studies and project documents; and (4) annual nominal wage bill growth rate. Pillar 2, improving natural resource management and livestock productivity has the following results Indicators: (1) registered exports of artisanal gold mines (in cumulative tons); (2) hectares of delimited classified forested areas excluded from the mining cadaster to avoid conversion to another land use (3) reduction of greenhouse gas emissions related to registration of classified forests (tons of CO2 equivalent); (4) number of artisanal mining sites formalized through the granting of a management convention by ANEEMAS and adopting natural capital preservation standards; (5) number of small ruminant herd vaccinated against the sheep and goat plague (PPR); and (6) share of women-owned small ruminants vaccinated against PPR. Pillar 3, enhancing service delivery and social spending efficiency has the following results indicators: (1) share of civil servants outside the capital region (Centre); (2) proportion of rural primary health care facilities that meet minimum workload indicators of staffing need standards; (3) proportion of health facilities that experience shortages of listed essential medications (tracer medicines) per year; (4) total number of households included in the social registry; and (5) share of female-headed households included in the social registry."
P176232,Latin America and Caribbean,Oriental Republic of Uruguay,,Uruguay Agro-Ecological and Climate Resilient Systems Project,(i) strengthen agricultural public systems and rural producers to increase climate change adaptation and mitigation actions and promote Agro-ecological production; and (ii) respond effectively in case of an Eligible Crisis or Emergency.,"Ministry of Livestock, Agriculture and Fisheries (MGAP)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P176232,"May 11, 2021","November 30, 2021","June 17, 2022","November 30, 2026",BANK APPROVED,G,,35500000.0,0.0,,1000000.0,Oriental Republic of Uruguay,,,Moderate,,,,"December 15, 2023","The development objective of the Agro-ecological and Climate Resilient Systems Project for Uruguay is to: (i) strengthen agricultural public systems and rural producers to increase climate change adaptation and mitigation actions and promote agro-ecological production; and (ii) respond effectively in case of an eligible crisis or emergency. The project comprises of four components. The first component, strengthening decision support systems for climate resilience will contribute to the Government of Uruguay (GoU’s) broader efforts to achieve sustainable agricultural production, increased climate change resilience, and improved agriculture risk management. The second component, supporting a transition to agro-ecological production will contribute to Ministry of Livestock, Agriculture, and Fisheries (MGAP’s) broader efforts to transition its agri-food sector towards one based on agro-ecological principles, increasing competitiveness, employing a one health approach, and contributing to fundamental aspects of climate change resilience and mitigation in the sector. It consists of following sub-components: (i) development of a strategy to define the territorial transition to agro-ecology; (ii) strengthening the national institute for animal welfare (INBA); (iii) support to develop and implement a farm-level model for agroecological production; and (iv) support for agro-ecological watershed management in Santa Lucia watershed. The third component, project management will examine differential impacts for female and male beneficiaries; the gender unit of MGAP will ensure implementation and monitoring of gender-related activities. The fourth component, contingent emergency response component (CERC) will provide immediate response to an eligible crisis or emergency, as needed, and includes a contingent financing mechanism that will allow the Borrower to rapidly access Bank financing in case of a future eligible crisis or emergency."
P174097,Eastern and Southern Africa,Republic of South Africa,,Wildlife Conservation Bond Operation,To increase black rhino populations in target protected areas in South Africa.,"South African National Parks (SANParks),The Eastern Cape Parks and Tourism Agency (ECPTA)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P174097,"April 15, 2021","September 10, 2021","March 28, 2022","October 29, 2027",BANK APPROVED,O,,,,,13761468.0,"South African National Parks (SANParks),The Eastern Cape Parks and Tourism Agency (ECPTA)",,,Substantial,,,,"December 7, 2023","The operation is focused on addressing major challenges for financing conservation and proposes an innovative financing model to unlock and direct private finance for the conservation of the black rhino in South Africa. The operation aims to catalyze the world’s first Wildlife Conservation Bond (WCB) that links the coupon payments of an institutional SDG-related bond issuance to conservation performance. This innovative transaction enables private/institutional bond investors to participate in a market which has historically been focused on donors and philanthropic investors that look beyond typical financial rates of return to guide investment decisions. The WCB will support two priority sites for rhino conservation: Addo Elephant National Park and Great Fish River Nature Reserve. Project investments will be used to enhance management of these protected areas to secure and increase black rhino populations, and increase benefits realized by local communities. Project funding will be directed to these two project sites to implement conservation and adaptive management activities that seek to maximize net rhino growth rates over five years."
P172079,Latin America and Caribbean,United Mexican States,,Connecting Watershed Health with Sustainable Livestock and Agroforestry Production Project,Improve integrated landscape management and promote climate-smart productive practices in selected watersheds,"The Mexican Fund for the Conservation of Nature (FMCN),The National Institute of Ecology and Climate Change (INECC)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P172079,"May 15, 2020","July 8, 2021","July 19, 2021","July 31, 2026",BANK APPROVED,O,,,,,13761468.0,The Mexican Fund for the Conservation of Nature (FMCN),,,Moderate,,,,"December 21, 2023","The development objective of the Connecting Watershed Health with Sustainable Livestock and Agroforestry Production Project for Mexico is to improve integrated landscape management (ILM) and promote climate-smart productive practices in selected watersheds. The project comprises of four components. The first component, development and promotion of integrated landscape management objective is to promote and implement ILM. It consists of following sub-components: (i) development and improvement of land use instruments; and (ii) coordination of public and private programs for alignment at the watershed level. The second component, strengthening of business skills for sustainable livestock and agroforestry objective is to: (i) support the provision of advisory services and technical assistance through the engagement of local providers of technical assistance to improve management and organizational capacities of eligible beneficiaries to develop business strategies for sustainable production (BSSPs); and (ii) support the provision of consultancies and technical inputs for the selected eligible beneficiaries to support BSSP development and or implementation, as necessary. The third component, conservation, restoration, and implementation of climate-smart productive practices in cattle and agroforestry landscapes will finance subprojects covering a variety of activities to increase connectivity in the watersheds to implement the integrated watershed action plan (IWAPs) developed under component 1. The fourth component, project coordination, collaboration and knowledge management will cover the project management activities, including implementation support and supervision of fiduciary requirements, environmental and social (E and S) risk management, strengthening of Mexican fund for the conservation of nature (FMCN’s) existing information system for project follow-up (Sistema de Información y Seguimiento de Proyectos, SISEP), communications, and monitoring and evaluation (M and E) activities, counting independent mid-term and final evaluations."
P170213,Eastern and Southern Africa,Republic of South Africa,,Catalyzing Financing and Capacity for the Biodiversity Economy around Protected Areas Project,To increase investment in three target protected area (PA) landscapes to grow the biodiversity economy and benefits to local communities.,"South African National Biodiversity Institute (SANBI),South Africa National Parks (SANParks),Department of Forestry, Fisheries and Environment (DFFE),iSimangaliso Authority",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P170213,"September 11, 2019","July 8, 2021","January 31, 2022","June 30, 2027",BANK APPROVED,O,,,,,8990826.0,Republic of South Africa,,,Substantial,,,,"June 26, 2024",
P176418,Western and Central Africa,Republic of Niger,,Additional Financing to Agricultural and Livestock Transformation Project,"to increase agriculture productivity and access to markets for small and medium farmers and agri-food small and medium enterprises in the participating project regions, and to provide immediate and effective response to an eligible crisis or emergency.","National Coordination Unit of the PIMELAN,Unite de mise en oeuvre du PGRCDU,Ministry of Agriculture and Livestock",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P176418,"May 27, 2021","June 28, 2021",,"May 24, 2023",BANK APPROVED,I,,0.0,39540000.0,,0.0,Ministry of Plan,,B,,,,,"November 14, 2024",
P174318,Europe and Central Asia,Kyrgyz Republic,,Integrated Dairy Productivity Improvement Project Additional Financing,The proposed new Project Development Objective is to enhance dairy animal productivity and promote income generating and resilience building activities for dairy cattle farmers in selected regions of the Kyrgyz Republic.,"Ministry of Finance,Ministry of Agriculture, Water and Regional Development",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P174318,"April 23, 2021","June 18, 2021",,"January 15, 2026",BANK APPROVED,I,,0.0,17000000.0,,0.0,Ministry of Economy and Finance,,B,,,,,"October 12, 2023",
P174546,Eastern and Southern Africa,Eastern and Southern Africa,,Emergency Locust Response Project,"To respond to the threat posed by the locust, protect and restore livelihoods and food security, and strengthen systems for preparedness.","South Sudan - Ministry of Agriculture and Food Security,IGAD Climate Prediction and Application Center",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P174546,"April 12, 2021","June 8, 2021","July 21, 2021","June 30, 2025",BANK APPROVED,I,,0.0,53700000.0,,0.0,"Intergovernmental Authority on Development (IGAD),South Sudan - Ministry of Finance and Planning",,,High,,,,"June 25, 2024","The Emergency Locust Response Program (ELRP) Phase 3 includes 2 grants as part of the ERLP (P173702) MPA and a grant from the IDA Crisis Response Window Early Response Fund (CRW-ERF). The objective is to respond to the threat posed by the locust outbreak and other shocks, protect and restore livelihoods and food security, and strengthen systems for preparedness in the Republic of South Sudan. The project design comprises three components: (i) Locust Surveillance and Control Measures; (ii) Livelihoods Protection and Rehabilitation (which includes food security response); (iii) Coordination and Early Warning Preparedness; and (iv) Project Management, Monitoring, and Learning. The funds for the Government of the Republic of South Sudan include $13.2 million to finance the response and recovery to the ongoing desert locust upsurge and $37.5 million that will scale up the food security response under Component 2 to areas impacted by historic flooding. There is also a grant is for $3.0 million to the Intergovernmental Authority on Development (IGAD) to support a regional coordination platform that will facilitate responses to desert locusts and other transboundary pests. The project will be implemented over a 3-year period and is jointly implemented by the Agriculture and Food Global Practice (AGFGP) and the Social Protection and Jobs Global Practice (SPJGP)."
P171745,Eastern and Southern Africa,Republic of Burundi,,Additional Financing for the Burundi Landscape Restoration and Resilience Project,"The Project Development Objective is to restore land productivity in targeted degraded landscapes and, in the event of an eligible crisis or emergency, to provide immediate and effective response to said eligible crisis or emergency.","Ministry of  Environment, Agriculture and Livestock",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P171745,"February 19, 2021","May 13, 2021","September 9, 2021","September 30, 2024",BANK APPROVED,O,,,,,6000000.0,"Ministry of Finance, Budget, Cooperation and Economic Development",,B,,,,,"February 12, 2024",
P176129,"Middle East, North Africa, Afghanistan, and Pakistan",Republic of Yemen,,Yemen Food Security Response and Resilience Project,"The Project Development Objective is to improve the availability of and access to food and nutritious diets, both in the short and medium term, for targeted households in the Project Area, and to enhance Yemen's capacity to respond to food insecurity.","United Nations Development Programme,Food and Agriculture Organization,World Food Programme",No,https://projects.worldbank.org/en/projects-operations/project-detail/P176129,"March 31, 2021","May 11, 2021","August 6, 2021","December 31, 2026",BANK APPROVED,G,,0.0,100000000.0,,27000000.0,International Committee of the Red Cross,,,Substantial,,,,"April 7, 2024","The project focuses on building the resilience of Yemeni households to food security crises and improving household food security and nutrition by increasing food availability, access and utilization in the project areas. The project aims to serve as a scalable platform for broad-based support to food security in Yemen going forward. The project encompasses complementary activities to address the three core aspects of food security, including improving household incomes (improved food access), restoring and expanding agricultural production (improving food availability), and enhancing nutrition at the household level (improved nutrition). To achieve these objectives, the project includes five components, including: (1) Improving household incomes through Cash-for-Works for agricultural production infrastructure; (2) Increasing production and sale of nutritious crop, livestock and fish products; (3) Improving the nutritional status of rural households; (4) Capacity building for food security management; and (5) Project management and knowledge management. The project aims to work through several Implementing Agencies – FAO, UNDP, and WFP, - which allows for both tailoring and scaling-up interventions based on the needs on the ground in Yemen."
P173197,Western and Central Africa,Western and Central Africa,,Regional Sahel Pastoralism Support Project II,To improve the resilience of pastoralists and agro-pastoralists in selected areas in the Sahel region.,"Republic of Niger, Ministry in charge of Livestock,CILSS Permanent Interstate Committee for Drought Control in the Sahel,Republic of Mali, Ministry in charge of Livestock,Republic of Chad, Ministry of Livestock and Animal Production,Republic of Senegal, Ministry of Livestock and Animal Production,Islamic Republic of Mauritania, Ministry in charge of Livestock,Burkina Faso, Ministry of Animal Resources and Fisheries",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P173197,"April 10, 2020","March 30, 2021","August 5, 2021","December 31, 2027",BANK APPROVED,I,,0.0,375000000.0,,0.0,"Islamic Republic of Mauritania,Burkina Faso,Republic of Senegal,Republic of Niger,Republic of Mali,Republic of Chad,CILSS Permanent Interstate Committee for Drought Control in the Sahel",,,Substantial,,,,"November 14, 2024","PRAPS-2 builds on the foundations of PRAPS-1. Like its predecessor, PRAPS-2 has been developed around five technical components, with the addition of focal areas that are essential to holistically address some of the core drivers of resilience among (agro)pastoral populations (see the Project Results Chain in Section D and Detailed Component Description in Annex 2). The proposed activities will be implemented over a six-year period. Each component will include complementary activities at the national and regional level, conforming to the principle of subsidiarity of interventions between regional and national levels. Institutional capacity building will be supported across components and activities to create an enabling environment to govern the sector in an economically, socially, and environmentally sustainable manner.Regional spillover impact of PRAPS-2 interventions. Sahelian (agro)pastoral systems rely on natural resources extending across national boundaries to accommodate climate variability and the seasonality of resources, and they also rely on regional market outlets (mainly in coastal countries) to move livestock and livestock products. At the same time, this activity increases vulnerability to contagious livestock diseases (also termed “transboundary” diseases). PRAPS-2 combines investments at the national level with coordination and support from regional institutions to generate benefits extending beyond the individual countries participating in the Project (regional public goods). These benefits include a reduction in animal health risks in countries that are transit areas or destinations for livestock (which helps to protect livestock capital throughout the region), a reduction in competition for natural resources (which reduces the risks of land degradation and conflict), and improved trade facilitation (which leads to greater economic gains), and overall greater regional stability. The proposed Project will play a major role in forging essential cross-sectoral and cross-border collaboration, and it will ensure synergies and complementarities—spatial and thematic—between Project investments and other ongoing and planned interventions.PRAPS-2 will prioritize geographic areas based on three principles. They are: (i) consolidating PRAPS-1 achievements in implementing natural resource and infrastructure governance mechanisms; (ii) reinforcing spatial coherence and clustering along key livestock mobility routes to increase synergies among interventions and avoid the dispersion of investments; and (iii) supporting cross-border cooperation and dialogue in the Sahel Region to tackle cross-border transhumance, regional trade, and planning along selected strategic livestock trade routes. Some interventions will be implemented nationwide, including those related to animal health, social inclusion, and institutional capacity building. Component 1: Animal health improvement and veterinary medicine control (US$125.3 million). The main outcome of this component will be increased capacity in VS to protect large and small ruminants from small ruminant plague (PPR) and Contagious Bovine Pleuropneumonia (CBPP), two transboundary animal diseases that cause major losses throughout the region. The proposed Project will pursue investments initiated under PRAPS-1 to establish more robust animal health systems in beneficiary countries (Subcomponent 1.1), finance vaccination and surveillance campaigns primarily targeting PPR and CBPP (Subcomponent 1.2), and support quality control of veterinary medicinal products (VMPs) (Subcomponent 1.3). Recognizing the highly contagious nature of PPR and CBPP and the public health threats of misusing VMPs and increasing antimicrobial resistance, this component will be implemented throughout the beneficiary countries, with critical infrastructure (veterinary posts, vaccination pens) being upgraded primarily in underserved pastoral areas. Component 2: Sustainable landscape management and governance enhancement (US$ 72.3 million)The main outcomes of Component 2 will be an increased area under sustainable landscape management and stronger governance of pastoral lands and livestock mobility, in compliance with agro-silvo-pastoral laws. Building on the legacy of PRAPS-1, the proposed Project will further secure mobility and enhance access to natural resources (Subcomponent 2.1); finance the construction, rehabilitation, and sustainable management of essential water infrastructure (Subcomponent 2.2); and support fodder production (Subcomponent 3.3). These activities will enhance the resilience of pastoralists to climate risks and—by improving grazing management and livestock productivity—will improve soil carbon sequestration and reduce livestock emission intensities to mitigate climate change and provide additional ecosystem services. To the extent possible, Project investments will be directed at well-targeted transhumance routes and key livestock mobility corridors at the local, national, and cross-border level, to ensure the geographic concentration of activities and enable dialogue between adjacent cross-border communities in support of peaceful transhumance and resource use. Component 3: Livestock value chain improvement (US$ 59.4 million)The outcome of Component 3 will be improved pastoral livestock value chains (VCs), the facilitation of regional livestock trade, and better regional market integration. Building on the achievements of PRAPS-1, the proposed Project will continue to fill gaps in strategic market infrastructure along regional trade routes (Subcomponent 3.1), strengthen the capacities of national and regional producers' organizations (Subcomponent 3.2), and support innovative solutions for developing livestock VCs through subproject financing (Subcomponent 3.3). Activities under Subcomponents 3.1 and 3.3 will be prioritized along key regional trade routes where animals convoyed by foot move across borders to supply growing demand from markets in coastal countries.Component 4: Social and economic inclusion improvement, women and youth improvement (US$ 47.1 million)The outcome of Component 4 will be increased resilience as a result of expanding the socio-economic inclusion of pastoralists, particularly women and youth. PRAPS-1 successfully supported inclusion by improving access to skills training and technical and vocational training, and through direct support for the development of income-generating activities (IGAs). The proposed Project will provide continuity for these interventions by expanding access to technical and vocational training (Subcomponent 4.1) and IGAs (Subcomponent 4.3), focusing on a more structured approach for targeting young people and women. PRAPS-2 will also open a new area of work to promote the inclusion of pastoral populations in social and civil registries (Subcomponent 4.2). Component 5: Project coordination, institutional strengthening, and emergency prevention and response (US$ 73.3 million)Component 5 will focus on all aspects of Project management, including fiduciary management, safeguards, monitoring and evaluation, and communication (under Subcomponent 5.1). It will also support the development of institutional capacity (through adapted training as well as pastoral crisis prevention tools and procedures) and fill important knowledge and data gaps at the national and regional level (Subcomponent 5.2). The Contingency Emergency Response Component (CERC) will allow countries to respond swiftly to eligible crises or emergencies (Subcomponent 5.3)."
P162178,East Asia and Pacific,People's Republic of China,,China Food Safety Improvement Project,The PDO of the proposed project is to improve food safety management at the national and targeted subnational levels and reduce food safety risks in selected value chains,"Yantai Municipal Ocean Development and Fishery Bureau,Guangdong Provincial Department of Agriculture and Rural Affairs,Ministry of Agriculture and Rural Affairs,State Administration for Market Regulation",No,https://projects.worldbank.org/en/projects-operations/project-detail/P162178,"October 15, 2019","March 25, 2021","March 21, 2024","March 31, 2029",BANK APPROVED,I,,400000000.0,0.0,,0.0,People's Republic of China,,B,,,,,"December 5, 2023","The development objective of the Food Safety Improvement Project for China is to improve food safety management at the national and targeted subnational levels and reduce food safety risks in selected value chains. The project comprises of four components. The first component, institution building and regulatory performance objective is to enhance the institutional capacity and strengthen risk-based food safety regulatory frameworks for preventing and preparing to effectively deal with emerging animal health, food safety, and other global threats such as anti-microbial resistance (AMR). It consists of following sub-components: (i) food safety programming guidance; (ii) multi-sector coordination and food safety governance; (iii) risk based regulatory frameworks; and (iv) risk management capacity building. The second component, food safety supervision process will be primarily implemented at the provincial and municipal level and support regulatory authorities to develop and demonstrate innovative food safety supervision models. It consists of following sub-components: (i) food safety surveillance systems; (ii) food safety information analytics; and (iii) risk communication. The third component, whole value chain food safety control objective is to promote investments along the selected value chains to reduce food safety risks. It consists of following sub-components: (i) investment support; (ii) food safety insurance services; and (iii) modernizing value chain infrastructure. The fourth component, project implementation support objective is to support the implementation of the project activities. It consists of following sub-components: (i) project management; and (ii) monitoring, evaluation, and learning."
P173698,Latin America and Caribbean,Republic of Guatemala,,Crisis Response and Recovery in Guatemala DPL,This DPL series supports the Government’s efforts to mitigate the impacts of COVID-19 and: (i) protect the human capital of the poor and vulnerable; (ii) lay out foundations of a sustainable recovery; and (iii) promote public sector transparency and improve revenue administration.,Ministry of Finance Guatemala (MINFIN),,https://projects.worldbank.org/en/projects-operations/project-detail/P173698,"July 20, 2020","December 17, 2020","July 13, 2022","November 3, 2022",BANK APPROVED,I,,500000000.0,0.0,,0.0,Republic of Guatemala,,,,,,,"February 13, 2023","The development objective of the Crisis Response and Recovery in Guatemala Development Policy Loan in Guatemala supports the Government’s efforts to mitigate the impacts of COVID-19 and: (i) protect the human capital of the poor and vulnerable; (ii) lay out foundations of a sustainable recovery; and (iii) promote public sector transparency and improve revenue administration. The operation supports reforms on health, education, and social protection to protect human capital during the relief stage under the protecting the poor and vulnerable pillar. It also supports reforms to enhance regional and global trade, increase access to finance for MSMEs, and modernize digital financial services, in line with the principal recommendations of the Crisis Response Approach Paper. Finally, reforms on transparency in the use of public resources and debt, and improvements in revenue mobilization contribute to the strengthening of institutions and improved transparency. The series aims to enhance the governance of the revenue administration."
P172479,Eastern and Southern Africa,Federal Democratic Republic of Ethiopia,,Strengthen Ethiopia’s Adaptive Safety Net,"The Project development objectives are (a) to expand geographic coverage  and enhance service delivery of Ethiopia’s adaptive rural safety net to improve the well-being of extremely poor and vulnerable households in drought prone communities, and (b) in case of an Eligible Early Response Financing Event (“Eligible ERF Event”), respond promptly and effectively to it.","Ministry of Agriculture,Third Party Implementer in areas of High Risk of Ongoing Conflict",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P172479,"January 28, 2020","November 25, 2020","March 2, 2021","December 31, 2025",BANK APPROVED,O,,0.0,512500000.0,,986000000.0,Federal Democratic Republic of Ethiopia,,,Substantial,,,,"February 8, 2024",
P174285,Europe and Central Asia,Central Asia,,CASA1000 Community Support Project COVID-19 Additional Financing - Kyrgyz Republic,"To engage communities in the development of social and economic infrastructure in order to enhance services, livelihoods and inclusion in target oblasts near the CASA1000 Transmission Line.",Community Development and Investment Agency,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P174285,"June 27, 2020","July 30, 2020",,"December 31, 2024",BANK APPROVED,I,,0.0,21000000.0,,0.0,Ministry of Finance,,B,,,,,"October 12, 2023",
P171284,Europe and Central Asia,Republic of Moldova,,Third Additional Financing for the Agriculture Competitiveness Project,"The Project Development Objective is to enhance the competitiveness of the agro-food sector by supporting the modernization of the food safety management system, facilitating market access for farmers, and mainstreaming agro-environmental and sustainable land management practices.","Ministry of Agriculture, Regional Development and Environment",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P171284,"May 29, 2020","July 30, 2020",,"December 31, 2025",BANK APPROVED,I,,0.0,15000000.0,,0.0,Ministry of Finance,,B,,,,,"July 8, 2024",
P170365,Europe and Central Asia,Republic of Kazakhstan,,Sustainable Livestock Development Program For Results,"The Program Development Objective is to support the development of an environmentally sustainable, inclusive, and competitive beef production in Kazakhstan",Ministry of Agriculture,,https://projects.worldbank.org/en/projects-operations/project-detail/P170365,"July 9, 2019","July 2, 2020",,"January 14, 2022",BANK APPROVED,I,,500000000.0,0.0,,0.0,Ministry of Finance,,,,,,,"July 8, 2024","The objective of the Sustainable Livestock Development Program for Results for Kazakhstan is to support the development of an environmentally sustainable, inclusive, and competitive beef production. The Program has three Results Areas. 1. Improvement of Veterinary Service Delivery and Animal Recording Results Area will provide results-based support to improve Government systems and services oriented at public goods elements of the export-oriented high-value beef sector by increasing the efficiency and effectiveness of delivery mechanisms for animal health and veterinary services. The Results Area 1 consists of two parts. Results Area 1.1 Unified recording and traceability system will include institutional arrangements and budgetary allocation necessary to improving coverage, reliability, and interconnectivity of the animal recording and traceability systems. 1.2. Capacity building for veterinary services will include regulatory and institutional reforms necessary to enable private sector delivery of animal health and veterinary services that improve productivity, animal health, control of production and emerging diseases and address risks from vector-borne and feed-borne diseases, which are exacerbated by climate change. 2. Scale-up the Farmer-Centric Service Delivery Model Results Area will provide results-based support for the participation of household and individual farmers in export-oriented beef-value chains. The Results Area 2 consists of three parts: Results Area 2.1. Knowledge and agricultural research and extension for farmers will incentivize scaling-up agricultural advisory and knowledge transfer services that promote adoption of good grassland management and animal husbandry practices. Results Area 2.2. Headage payments and matching grants to new small and medium farmers who are linked to feedlots will incentivize the scaling-up of the Farmer-Centric service delivery model and building a competitive production base will improve public service provision, including extending headage payments and matching grants to 20,000 new small and medium farmers, who will be encouraged to boost their production, register as individual farmers and establish production partnerships with feedlots. Results Area 2.3. Access to services and land resources will address policy and institutional bottlenecks that currently prevent small and medium farmers’ participation in export-oriented high-value beef supply chains. 3. Implement Green Growth Policies for the Beef Sector Results Area will provide results-based support for gradual transitioning to policies and State support measures that promote productivity and competitiveness of the beef sector and at the same time reduce the pressure on environment and mitigate climate impacts. The Results Area consists of two parts: Results Area 3.1. Policies for strengthening green economy principles in the beef sector will support the policy commitments that deliver significant agri-environmental benefits. Results Area 3.2. Establishment of the GHG Monitoring, Reporting and Verification System will support institutional and budgetary arrangements for (a) updating of the Nationally Determined Contribution to include specific emission reduction targets for the beef sector; (b) adoption and funding of a new national adaptation plan for the livestock sector; and (c) establishment and operation of a monitoring, reporting and verification system for GHG emissions from the livestock sector."
P173746,East Asia and Pacific,People's Republic of China,,"China Emerging Infectious Diseases Prevention, Preparedness and Response Project",The proposed project development objective is to strengthen selected national and provincial systems to pilot a multi-sectoral approach for reducing the risk of zoonotic and other emerging health threats.,"Ministry of Agriculture and Rural Affairs,Jiangxi Provincial Department of Finance,Hainan Provincial Development Reform Commission",No,https://projects.worldbank.org/en/projects-operations/project-detail/P173746,"June 2, 2020","June 18, 2020","August 31, 2022","December 31, 2027",BANK APPROVED,I,,281000000.0,0.0,,0.0,People's Republic of China,,,Substantial,,,,"October 16, 2023","The project will support a policy shift from response to prevention and risk management through investments in surveillance, laboratory investigation, human resource development, and the promotion of good practices in areas such as disease reporting e.g., through the Global Public Health Intelligence Network (GPHIN), information sharing, animal husbandry as well as wildlife management."
P174170,"Middle East, North Africa, Afghanistan, and Pakistan",Republic of Yemen,,Yemen Desert Locust Response Project,"The Project Development Objectives are to control the desert locust outbreak, support livelihoods in locust-affected areas and strengthen Yemen’s preparedness for future locust infestations.",Food and Agriculture Organization (FAO),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P174170,"May 21, 2020","June 17, 2020","July 14, 2020","December 27, 2024",BANK APPROVED,I,,0.0,25000000.0,,0.0,Food and Agriculture Organization (FAO),,,Substantial,,,,"April 29, 2024","The objectives of the Desert Locust Response Project for Yemen are to control the desert locust outbreak, support livelihoods in locust-affected areas and strengthen Yemen’s preparedness for future locust infestations. The Project has four components. 1. Surveillance and Control Measures component’s objective is to limit the growth and spread of current desert locust populations. This component has three sub-components. 1.1. Continuous surveillance sub-component will provide early warning of locust outbreaks, inform effective control operations, and mobilize assistance for affected and at-risk communities. Activities under the 1.2 Control measures sub-component aim to reduce locust populations and prevent their spread to new areas. It will emphasize neutralizing hopper bands using bio-pesticides before they develop into adult swarms, the control of which requires extensive use of conventional pesticides. 1.3. Risk reduction and management sub-component will monitor and assess environmental and human health risks associated with locust control and to implement health, environmental, and safety measures to reduce risks to an acceptable minimum. 2. Livelihood Protection and Rehabilitation component is designed to provide a robust protection response that ensures immediate relief to affected farmers and livestock owners and build their resilience to climate-induced locust infestation. 2.1. Safeguarding food security and protecting human capital for enhanced resilience sub-component aims to provide immediate Cash for Work (CfW) support to selected beneficiaries in locust-affected areas. These beneficiaries are expected to be primarily women, as well as agricultural laborers, tenant farmers, and sharecroppers. 2.2. Rehabilitating agricultural and pastoral livelihoods sub-component focuses on the longer-term restoration of livelihoods by providing targeted support to restore the assets of farmers and livestock owners affected by locust infestations and train primary producers to restart production based on more resilient practices. 3. Coordination and Early Warning Preparedness component will strengthen the national capacity for early warning and early response, linking these efforts to regional locust surveillance and control networks thereby enhancing climate resilience. 3.1. Improving the infrastructure and institutional capacity of the national locust control centers sub-component will build a network of DLCCs as follows: (i) establish a new Central Desert Locust Control Center (CDLCC) in Aden and three regional hub centers in Hodeidah, Shabwa and Sieun, as well as (ii) rehabilitate the infrastructure and operational capacity of the Desert Locust Control Centers (DLCCs) in Sanaa and Hodeidah, which have been severely affected by the ongoing crisis. The new centers will be built on land that belongs to the Government of Yemen. 3.2. Early warning preparedness sub-component will finance the design, testing, and deployment of a Desert Locust Early Response System (DLERS) throughout the DLCC network. Early warning systems will be developed and implemented to support prevention and rapid response to current and new climate-change-induced locust infestations, thereby limiting their spread and intensification within Yemen and across bordering nations. 4. Project Management and Knowledge Management component will cover FAO costs associated with project management, such as implementation support, financial management, procurement, monitoring the project environmental and social aspects, and overall monitoring and evaluation (M&E)."
