,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
project_id,ifi,country,year,doc_type,item_type,label,primary_category,specific_outcome,intended_or_measured,species_tags,evidence_text,citations,needs_review_flag,duplicate_flag,source_pages,source_sections,,,,
P165945,World Bank,Mongolia,2019,PAD,intervention,"Disease surveillance, control and food safety",Public Health; Livestock Management & Technologies; Advisory & Extension,,,multiple,"Supports risk-based disease surveillance and control for foot-and-mouth disease and PPR, develops food-safety frameworks, conducts immunization plans and epidemiological research, strengthens veterinary drug control and laboratory networks, and establishes high-health animal compartments.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf,Sub-component 1.2,,,,
P165945,World Bank,Mongolia,2019,PAD,intervention,Digital livestock interventions,Livestock Management & Technologies; Technology & R&D,,,multiple,"Pilots digital technologies such as big data, IoT and remote sensing to develop risk analytics and early warning systems, builds integrated livestock information and traceability systems, and scales up animal identification and registration using digital tools.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=The%20World%20Bank,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=The%20World%20Bank,Sub-component 1.3,,,,
P165945,World Bank,Mongolia,2019,PAD,intervention,Participatory animal health risk management,Public Health; Behavior Change & Social Programs,,,multiple,"Implements community-based initiatives for herders to improve veterinary service delivery and compliance with disease control, using risk assessment tools and promoting women’s leadership in animal health activities.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Subcomponent%201,animal%20health%20risk%20community%20initiatives,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Subcomponent%201,animal%20health%20risk%20community%20initiatives,Sub-component 1.4,,
P165945,World Bank,Mongolia,2019,PAD,intervention,Livestock productivity improvements,Livestock Management & Technologies; Advisory & Extension,,,small ruminants; cattle,"Provides technical extension and research services to improve breeding, nutrition and high-health production models through nucleus flocks, AI units, fodder crops, feed supplements, and semi-intensive dairy clusters, feedlots and compartments.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Subcomponent%202,it%20will%20support%20the%20following,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Subcomponent%202,it%20will%20support%20the%20following,Sub-component 2.1,,
P165945,World Bank,Mongolia,2019,PAD,intervention,Productive partnerships for value chain commercialization,Markets & Finance; Livestock Management & Technologies; Food Processing & Storage; Behavior Change & Social Programs,,,multiple,"Creates productive partnerships between producers and processors, mobilizes herder organizations, improves breeding services, forms processing clusters, introduces advanced technologies, enhances market access, and prioritizes women-led enterprises using performance-based incentives.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf,Sub-component 2.2,,,,
P165945,World Bank,Mongolia,2019,PAD,intervention,Project implementation support,Advisory & Extension; Rural/Public Infrastructure,,,unspecified,"Provides coordination, safeguards and fiduciary support for project implementation, funding staff, consultants, operating costs, training, monitoring and evaluation, impact assessments and audits.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Component%203%3A%20Project%20Implementation%20Support,and%20final%20impact%20assessments%2C%20information,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Component%203%3A%20Project%20Implementation%20Support,and%20final%20impact%20assessments%2C%20information,Component 3,,
P165945,World Bank,Mongolia,2019,PAD,outcome,Animal disease control,Public Health,Animal disease control,intended,multiple,"PDO indicator aims for a 20 percent reduction in prevalence of priority diseases such as FMD and PPR in project areas, reflecting enhanced animal health services and control measures.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Livestock%20Commercialization%20Project,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Livestock%20Commercialization%20Project,Results framework,,,,
P165945,World Bank,Mongolia,2019,PAD,outcome,Yield,Sustainable Economic Growth,Yield,intended,small ruminants; cattle,"PDO indicators target a 10 percent increase in yield of meat and dairy products, including increases in live weight and milk output of small ruminants and cattle.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Increased%20yield%20of%20livestock%20products,0,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Increased%20yield%20of%20livestock%20products,0,Results framework,,
P165945,World Bank,Mongolia,2019,PAD,outcome,Income amount per capita,Sustainable Economic Growth,Income amount per capita,intended,multiple,"The results framework seeks a 20 percent increase in the inflation-adjusted value of livestock products, indicating higher incomes through improved commercialization and market access.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Increased%20inflation,0,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Increased%20inflation,0,Results framework,,
P165945,World Bank,Mongolia,2019,PAD,outcome,Women’s empowerment,Inclusivity & Women’s Empowerment,Women’s empowerment,intended,multiple,"Intermediate indicators require that half of trained herders be women and that 20 percent of productive partnerships be women-led enterprises, promoting gender inclusion and empowerment.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=0,0,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=0,0,Results framework,,
P165945,World Bank,Mongolia,2019,PAD,outcome,Adoption,Sustainable Economic Growth,Adoption,intended,multiple,"Intermediate indicators track training of 500 veterinarians and paraprofessionals, increased coverage of quality animal health services, accreditation of laboratories, and implementation of participatory risk management pilots, measuring adoption of improved practices.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Animal%20Health%20Services%20Number%20of,0,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Animal%20Health%20Services%20Number%20of,0,Results framework,,
P165945,World Bank,Mongolia,2019,PAD,outcome,Market efficiency,Sustainable Economic Growth,Market Efficiency,intended,multiple,"Indicators aim to increase the share of animal products marketed through commercial channels to 20 percent and establish 15 productive partnerships mobilizing 3,000 producers, demonstrating improved market efficiency.",documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Primary%20producers%20,0,FALSE,FALSE,documents1.worldbank.org/curated/en/628061576551773067/pdf/Mongolia-Livestock-Commercialization-Project.pdf#:~:text=Primary%20producers%20,0,Results framework,,
P160865,World Bank,Nigeria,2022,PAD,objective,"Improve productivity, commercialization, and resilience of targeted livestock production systems in Nigeria",,,,,"The Project Development Objective (PDO) is to “improve productivity, commercialization, and resilience of targeted livestock production systems in Nigeria”",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=The%20Project%20Development%20Objective%20,livestock%20production%20systems%20in%20Nigeria,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=The%20Project%20Development%20Objective%20,livestock%20production%20systems%20in%20Nigeria,Datasheet,,
P160865,World Bank,Nigeria,2022,PAD,intervention,"Policy formulation, planning and capacity strengthening",Policy & Regulatory; Advisory & Extension,,,multiple,"Sub‑component 1.1 finances a comprehensive Livestock Master Plan, digital data tools, and sub‑sector policies for feeding, breeding, dairy and animal health. It provides scholarships and capacity‑building programs and mainstreams climate change adaptation and mitigation objectives in sector policies.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf,,,,,
P160865,World Bank,Nigeria,2022,PAD,intervention,Genetic resource management and Good Animal Husbandry support,Livestock Management & Technologies; Advisory & Extension; Behavior Change & Social Programs,,,cattle; small ruminants; dairy,"Sub‑component 1.2 develops and implements a genetic resource management strategy prioritizing large ruminants; rehabilitates and equips artificial insemination and breed improvement centers; trains extension agents and produces digital guides and Farmer Field Schools on Good Animal Husbandry Practices; promotes improved feed production and storage, feeding and grazing practices, and trains state‑level extension agents while addressing gender gaps.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf,,,,,
P160865,World Bank,Nigeria,2022,PAD,intervention,Strengthening national animal health services,Public Health; Livestock Management & Technologies; Policy & Regulatory,,,multiple,"Sub‑component 1.3 strengthens national veterinary services by supporting private veterinary service development, financing infrastructure and equipment (including solar‑powered cold chains) for disease surveillance, diagnostics and control, improving quality control for veterinary medicines, establishing One‑Health platforms and collaborating with the private sector to expand vaccine production.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf,,,,,
P160865,World Bank,Nigeria,2022,PAD,intervention,Market linkages and climate‑smart livestock infrastructure,Markets & Finance; Food Processing & Storage; Rural/Public Infrastructure; Advisory & Extension,,,multiple,"Sub‑component 2.1 organizes producers into cooperatives and provides training and advisory services. It finances milking and cooling equipment, transport and storage assets, establishes climate‑smart livestock markets with water sources, weighbridges, paddocks and veterinary outposts, rehabilitates abattoirs and introduces online market information systems, with specific support for women’s participation.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf,,,,,
P160865,World Bank,Nigeria,2022,PAD,intervention,Access to finance and risk‑sharing facility,Markets & Finance; Advisory & Extension; Behavior Change & Social Programs,,,multiple,"Sub‑component 2.2 finances a credit line and risk‑sharing facility to de‑risk climate‑smart livestock investments across beef, dairy, sheep, goat, pig and poultry value chains; provides technical assistance to participating financial institutions and supports business development services while targeting gender gaps in access to finance.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=Subcomponent%202,0%20million,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=Subcomponent%202,0%20million,,,
P160865,World Bank,Nigeria,2022,PAD,intervention,Livestock Service Centers (LSCs),Rural/Public Infrastructure; Livestock Management & Technologies; Food Processing & Storage; Advisory & Extension,,,cattle; dairy; small ruminants; pigs; poultry,"Sub‑component 2.3 supports the design and establishment of Livestock Service Centers in gazetted grazing reserves to promote commercialization and reduce open grazing. It finances training centers, veterinary facilities, breeding and artificial insemination services, markets, digital information systems, milk collection and cooling centers, water points, input outlets and grazing areas, ensuring gender‑friendly facilities and service hours.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf,,,,,
P160865,World Bank,Nigeria,2022,PAD,intervention,Natural resources management and pasture improvement,Livestock Management & Technologies; Ecosystem Services; Rural/Public Infrastructure,,,multiple,"Sub‑component 3.1 invests in climate‑smart rangeland and pasture management by assessing water and feed resources via remote sensing, disseminating information to herders, organizing community processes to improve grazing practices, constructing or rehabilitating stock routes and water points, and developing cultivated pasture with irrigation, thereby increasing carbon sequestration and reducing methane emissions.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=Subcomponent%203,scarce%20environments,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=Subcomponent%203,scarce%20environments,,,
P160865,World Bank,Nigeria,2022,PAD,intervention,Conflict mitigation and resource management,Behavior Change & Social Programs; Policy & Regulatory; Markets & Finance,,,multiple,"Sub‑component 3.2 establishes and trains local committees for conflict prevention and resolution, supports community dialogue on equitable resource use, finances small‑scale infrastructure such as corridors, rest areas, stock routes, shelters and feed storage, develops early warning systems with remote sensing, supports policy dialogue on grazing reserves and transhumance rules, conducts feasibility studies for livestock insurance and facilitates transboundary dialogue with neighboring countries.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=Local%20level,with%20communities%2C%20local%20authorities%2C%20and,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=Local%20level,with%20communities%2C%20local%20authorities%2C%20and,,,
P160865,World Bank,Nigeria,2022,PAD,intervention,"Project coordination, monitoring and management",Policy & Regulatory; Advisory & Extension; Behavior Change & Social Programs,,,unspecified,"Component 4 establishes national and state coordination offices and supports planning, monitoring and evaluation, procurement and fiduciary management, eligibility assessments, social risk mitigation (including gender and GBV), knowledge management and communication strategies to ensure effective project implementation.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=62,All%20activities,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=62,All%20activities,,,
P160865,World Bank,Nigeria,2022,PAD,intervention,Contingent emergency response,Resilience; Public Health; Policy & Regulatory,,,unspecified,"Component 5 is a zero‑dollar Contingent Emergency Response Component (CERC) that allows reallocation of project funds to respond promptly to crises such as disasters, conflict or disease outbreaks, covering mitigation, recovery and reconstruction activities upon World Bank approval.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=Component%205%3A%20Contingency%20Emergency%20Response,19%20pandemic%2C%20the,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=Component%205%3A%20Contingency%20Emergency%20Response,19%20pandemic%2C%20the,,,
P160865,World Bank,Nigeria,2022,PAD,outcome,,Sustainable Economic Growth,Productivity,Intended,multiple,"The results framework defines a PDO‑level indicator measuring the percentage increase in productivity of livestock species in targeted production systems, expressed through carcass weight and milk yield.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=The%20key%20PDO,milk%20per%20cow%20per%20day,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=The%20key%20PDO,milk%20per%20cow%20per%20day,,,
P160865,World Bank,Nigeria,2022,PAD,outcome,,Sustainable Economic Growth,Market Efficiency,Intended,multiple,"The PDO indicators include the share of beneficiary livestock producers’ stock that is marketed and the share of target beneficiaries rating “Satisfied” or above on the process and impact of project interventions, reflecting improved commercialization and customer satisfaction.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=weight%20in%20kilograms%2C%20liters%20of,process%20and%20impact%20of%20project,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=weight%20in%20kilograms%2C%20liters%20of,process%20and%20impact%20of%20project,,,
P160865,World Bank,Nigeria,2022,PAD,outcome,,Sustainable Economic Growth,Adoption,Intended,multiple,"The results framework tracks the number of farmers adopting climate‑smart technologies and the number adopting improved agricultural technologies, indicating adoption of enhanced practices.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=%28iii%29%20farmers%20adopting%20climate,herder%20conflicts,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=%28iii%29%20farmers%20adopting%20climate,herder%20conflicts,,,
P160865,World Bank,Nigeria,2022,PAD,outcome,,Inclusivity & Women’s Empowerment,Community cohesion,Intended,multiple,"The project monitors the reduced incidence of resource‑based farmer‑herder conflicts and the share of beneficiaries satisfied with project interventions, indicators that capture improvements in community cohesion and social inclusion.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=%28v%29%20reduced%20incidence%20of%20resource,percent%29%3B%20and,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=%28v%29%20reduced%20incidence%20of%20resource,percent%29%3B%20and,,,
P160865,World Bank,Nigeria,2022,PAD,outcome,,Inclusivity & Women’s Empowerment,Inclusion,Intended,multiple,"A PDO indicator counts the number of direct project beneficiaries disaggregated by sex, highlighting inclusivity and gender considerations in project participation.",file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=%28v%29%20reduced%20incidence%20of%20resource,disaggregated%20number,FALSE,FALSE,file:///home/oai/share/2022-02-25_PAD2553_nigeria-livestock-productivity-and-resilience-support-project_english.pdf#:~:text=%28v%29%20reduced%20incidence%20of%20resource,disaggregated%20number,,,
P167826,World Bank,Somalia,2019,PAD,objective,Develop water and agricultural services among agro‑pastoralist communities in dry‑land areas of Somalia,,,,,The proposed Project Development Objective (PDO) is to develop water and agricultural services among agro‑pastoralist communities in dry‑land areas of Somalia.,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=The%20proposed%20Project%20Development%20Objective,land%20areas%20of%20Somalia,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=The%20proposed%20Project%20Development%20Objective,land%20areas%20of%20Somalia,Datasheet,,
P167826,World Bank,Somalia,2019,PAD,intervention,Construction of new community water points,Rural/Public Infrastructure; Ecosystem Services; Advisory & Extension,,,unspecified,"Component 1 finances development of multiple‑use water resources, constructing new community water points such as sand and subsurface dams in dry river beds, surface water storage structures like berkads and hafir dams, semicircular bunds, soil bunds, rock catchments, and uses solar pumps to supply water for human consumption, livestock and irrigation.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf,,,,,
P167826,World Bank,Somalia,2019,PAD,intervention,Rehabilitation of existing community water points,Rural/Public Infrastructure; Ecosystem Services,,,unspecified,"Subcomponent 1.2 rehabilitates existing water infrastructure, including boreholes, and extends facilities to ensure multiple‑use water supply by refurbishing sand dams, berkads and other structures while integrating catchment protection and infiltration measures to increase water storage capacity and resilience to droughts.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Subcomponent%201,of%20droughts%20and%20climate%20change,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Subcomponent%201,of%20droughts%20and%20climate%20change,,,
P167826,World Bank,Somalia,2019,PAD,intervention,National and state institutional capacity building,Policy & Regulatory; Advisory & Extension,,,unspecified,"Subcomponent 2.1 strengthens national and state institutions to plan, implement and monitor integrated agriculture and water development programs by developing construction standards, rangeland management guidelines, environmental impact assessments, engineering and hydrological studies, and providing improved extension services and data systems for farmers and pastoralists.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Subcomponent%202,ad%20hoc%20and%20poorly%20coordinated,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Subcomponent%202,ad%20hoc%20and%20poorly%20coordinated,,,
P167826,World Bank,Somalia,2019,PAD,intervention,Community development and demand mobilization,Behavior Change & Social Programs; Advisory & Extension; Policy & Regulatory,,,unspecified,"Subcomponent 2.2 uses community dialogue to mobilize and plan water and livelihood interventions, increases awareness of proposed investments, and develops community development plans ensuring equitable representation of women and youth and sustainable resource management.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf,,,,,
P167826,World Bank,Somalia,2019,PAD,intervention,Integrated landscape management,Ecosystem Services; Rural/Public Infrastructure,,,unspecified,"Under Component 3, integrated landscape management activities include soil and water conservation structures, terracing, gully rehabilitation, tree planting, rotational grazing, alternative energy sources and community orchards to restore degraded land and increase resilience.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Based%20on%20priorities%20from%20the,38,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Based%20on%20priorities%20from%20the,38,,,
P167826,World Bank,Somalia,2019,PAD,intervention,Agriculture and livestock support,Livestock Management & Technologies; Advisory & Extension; Behavior Change & Social Programs,,,multiple,"The project supports agriculture and livestock production by establishing community gardens, providing improved seeds, micro‑irrigation technologies, soil nutrient assessments, training on climate‑smart farming, fodder production, improved animal health services and kitchen gardens.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Subcomponent%203,smart%20farming,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Subcomponent%203,smart%20farming,,,
P167826,World Bank,Somalia,2019,PAD,intervention,"Project management, M&E and CERC",Advisory & Extension; Policy & Regulatory,,,unspecified,"Component 4 supports project management units, monitoring and evaluation, knowledge management and learning systems. It establishes web‑based management information systems, uses geotagging and flood mapping, supports continuous learning and includes a Contingent Emergency Response subcomponent to reallocate funds quickly during crises.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf,,,,,
P167826,World Bank,Somalia,2019,PAD,outcome,,Food Security & Nutrition,Food access,Intended,unspecified,"A PDO‑level indicator measures the number of people provided with access to improved water sources, with half of them female, reflecting improved access to safe water for domestic use, livestock and irrigation.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=The%20proposed%20Project%20Development%20Objective,number%29%20adopting%20improved;file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=People%20provided%20with%20access%20to,technology%2C%20share%20of%20which%20are,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=The%20proposed%20Project%20Development%20Objective,number%29%20adopting%20improved;file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=People%20provided%20with%20access%20to,technology%2C%20share%20of%20which%20are,
P167826,World Bank,Somalia,2019,PAD,outcome,,Sustainable Economic Growth,Adoption,Intended,unspecified,"Another PDO indicator counts farmers or clients adopting improved technology (number and percent women), capturing adoption of improved agricultural and livestock practices promoted by the project.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=indicators%3A%20,Target%20beneficiaries%20satisfied%20with%20project;file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Farmers%2Fclients%20,percentage,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=indicators%3A%20,Target%20beneficiaries%20satisfied%20with%20project;file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Farmers%2Fclients%20,percentage,
P167826,World Bank,Somalia,2019,PAD,outcome,,Inclusivity & Women’s Empowerment,Community cohesion,Intended,unspecified,"The results framework includes the percentage of target beneficiaries satisfied with project investments, reflecting community perceptions and social cohesion resulting from participatory planning and equitable resource access.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=technology%2C%20share%20of%20which%20are,indicators%20are%20presented%20in%20the;file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=110%2C000,0,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=technology%2C%20share%20of%20which%20are,indicators%20are%20presented%20in%20the;file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=110%2C000,0,
P167826,World Bank,Somalia,2019,PAD,outcome,,Resilience,Resilience,Intended,unspecified,"Intermediate results indicators track the number of improved community water points constructed or rehabilitated, aiming to strengthen community resilience to droughts and floods by improving water availability.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf;file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=People%20provided%20with%20access%20to,0,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf;file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=People%20provided%20with%20access%20to,0,,,
P167826,World Bank,Somalia,2019,PAD,outcome,,Inclusivity & Women’s Empowerment,Women’s empowerment,Intended,unspecified,"Indicators measure the number of Project Implementation Units established and functioning with 50 percent female staff, the number of community management systems established, the number of PIU members trained (male and female) and the percentage of farmers/clients reached with agricultural services who are women.",file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Subcomponent%202,extension%20to%20farmers%20and%20pastoralists;file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Number%20of%20PIUs%20established%20under,0,FALSE,FALSE,file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Subcomponent%202,extension%20to%20farmers%20and%20pastoralists;file:///home/oai/share/2019-06-04_PAD3104_somalia-water-for-agro-pastoral-productivity-and-resilience-project_english.pdf#:~:text=Number%20of%20PIUs%20established%20under,0,
