Identifier,project_url,general_description,objectives,beneficiaries,status,notes,Keywords Found in general_description,Keywords Found in objectives,Keywords Found in beneficiaries,Keywords Found (Any Column)
P-CM-AA0-012,https://mapafrica.afdb.org/en/projects/46002-P-CM-AA0-012,"The Agricultural Value Chain Development Project (AVC-DP) is the mechanism for realizing the Cameroon’s vision of expanding its role as the agricultural locomotive of the Central African sub-region, embraced in 2009, which is outlined in the 2010-2020 Growth and Employment Strategy Paper (GESP) that focuses on three pillars, namely: (i) growth, (ii) employment, and (iii) governance and strategic management of the State. The project will help to create wealth and employment, especially for the youth, as well as to boost food and nutritional security by enhancing the competitiveness of the three agricultural value chains (oil palm, banana and pineapple). The components and expected outcomes of the project are: (i) rural infrastructure development: 1,000 km of rural roads, 30 warehouses, 15 rural markets, 30 km of electricity networks, 30 drinking water supply (DWS) systems, a quality control laboratory for agricultural products; (ii) crop sector development: support for the establishment of processing units, institution building for farmer organizations, technical guidance, facilitation of the interface with service providers, training, research support for the production of quality seeds and seedlings, establishment of a crop sector development fund to finance value chains (VC); (iii) development of youth agricultural entrepreneurship: close to 600 businesses created in the agro-business sector for approximately 1,500 young graduates (40% being women) and ensuring access to credit; and (iv) project coordination and management. The net project cost is EUR 115.081 million (CFAF 75 488.829 million), jointly financed by the AfDB (77.6%), the Government (21.5%), and beneficiaries (0.9%). The total project duration is five years.","The project will contribute to the following sector development goals: create shared wealth; create jobs, especially for the youths; and ensure food and nutritional security. The specific objectives are to: (i) improve the competitiveness of the oil palm, plantain and pineapple value chains; (ii) create jobs, especially for the youths; and (iii) sustainably improve the incomes of targeted crop sector stakeholders.","The direct beneficiaries of the project are estimated at 242,000 people, with 50% women. These are stakeholders operating within organized structures (cooperatives and networks of farmer organizations) that engage in the targeted value chains, as well as young graduates attracted by agro-business. The indirect beneficiaries, composed of the rural communities in the project area, are estimated at one million persons.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-CM-AA0-012,['processing'],[],[],['processing']
P-SN-A00-006,https://mapafrica.afdb.org/en/projects/46002-P-SN-A00-006,"This intervention relates to the emergency programme for rural areas affected by the poor 2011/2012 agricultural season. It is intended to help people suffering from food insecurity as a result of the drought that affected agricultural production in the 2011-2012 season. The food crisis in Senegal is due to poor agricultural production following the late arrival and early cessation of the rains. This situation has weakened a vulnerable population estimated at nearly 740,000 people. The Bank is proposing to provide livestock feed and veterinary inputs to livestock farmers in the worst-affected agro-pastoral and sylvo-pastoral areas, and to provide market garden seeds, fertilisers, tools and equipment to impoverished women's groups engaged in off-season market gardening in the affected areas. The aim of these two actions is to provide urgent support for the recovery of vulnerable households affected by the poor 2011-2012 season, by: (i) the immediate provision of 260 tonnes of concentrated livestock feed and 9,130 deworming bottles to livestock farmers in pastoral areas; and (ii) the provision of 607 kilos of seeds, 16 tonnes of fertiliser and market gardening equipment for the off-season (7,020 tools, 30 fences, 10 irrigation kits comprising pipes, fittings, sheaths, water tanks, etc.). The operation has two (02) main components: (1) support for livestock feed and agricultural inputs and (2) management of the emergency operation.","The main aim of the proposed emergency aid is to help vulnerable populations affected by poor agricultural production in the 2011-2012 season, who are currently suffering from food insecurity and precarious living conditions.","The Bank's proposed assistance will provide urgent support for the recovery of vulnerable households affected by the immediate provision of 260 tonnes of concentrated livestock feed and 9,130 de-worming bottles to livestock farmers in pastoral areas, and the provision of 607 kilos of seeds, 16 tonnes of fertiliser and market gardening equipment for the off-season. Overall, the emergency aid provided by the Bank will benefit 84,000 vulnerable people.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-SN-A00-006,"['deworming', 'feed', 'livestock', 'pastoral', 'veterinary']",[],"['deworming', 'feed', 'livestock', 'pastoral']","['deworming', 'feed', 'livestock', 'pastoral', 'veterinary']"
P-GM-A00-004,https://mapafrica.afdb.org/en/projects/46002-P-GM-A00-004,,The objective of the project is to : contribute to: (i) mitigate the impact of food shortages on households' food security; (ii) reduce the cases of malnutrition and depletion of assets; and (iii) prevent the population from resorting to negative coping mechanisms.,"89 828 people, including 85 328 livestock farmers, 2 000 herders and 2 590 vegetable producers.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-GM-A00-004,[],[],['livestock'],['livestock']
P-KE-AAZ-008,https://mapafrica.afdb.org/en/projects/46002-P-KE-AAZ-008,"The Proposal for Bank emergency assistance to Kenya is a direct response to the Kenya Food Security Network observation that the ongoing drought has led to a critical decline in food security among the pastoral communities and poor urban households. The grant funds is used to purchase food items as well as associated costs of transportation and distribution of food rations to the beneficiaries and for administrative charges. The total grant amount is limited to the approved country ceiling of US$1,000,000 (one million United States Dollars).",The objective the emergency humanitarian relief assistance is to contribute to the Government of Kenya and UN’s efforts in providing urgent food aid distributions and deliveries of water purification supplies to drought affected families in arid and semi arid areas.,"Relief food assistance will be channeled through targeted food distribution to 25,000 households affected by the drought mainly the vulnerable groups (widows, orphans, female and elderly-headed households) without alternative means of survival.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-KE-AAZ-008,['pastoral'],[],[],['pastoral']
P-RW-AAE-006,https://mapafrica.afdb.org/en/projects/46002-P-RW-AAE-006,,"The goal of the LISP is the creation of an enabling environment that will stimulate the development of a modern livestock industry in Rwanda through value addition and access to markets. The specific objective of the Programme is to build the necessary infrastructure and services that will contribute to the development of a sustainable and profitable livestock production and marketing and overall improvement of the livestock industry in Rwanda. The overall objectives of the study are (i) to assess water requirements of the livestock farms, carry out relevant technical investigations and studies (comprising of but not limited to hydrological, hydro-geological and hydraulic studies, topographical surveys, geotechnical investigations, socio-economic assessment), and prepare detailed engineering designs for the 72 LWS and tender documents to facilitate the construction of civil and hydraulic structures and (ii) to propose a management system for operation and maintenance for the 72 LWS that would reduce the burden on the government and lead to ownership of the facilities by farmers for sustainability. Detailed Terms of references (TOR) of the study has been prepared to be used by the selected consultant. The study would produce (i) reports on water requirements for the livestock of the Gishwati and Umutara milk basins, water resources available and proposal for developing the water supply for livestock farmers; (ii) preliminary and detailed engineering design reports of the 72 LWS and tender documents for the civil works; (iii) a proposal for a management system for the 72 LWS that would make the livestock farmers take ownership of their operation and maintenance for sustainability, and (iv) an environmental and social impact assessment report of the 72 LWS.",,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-RW-AAE-006,[],"['livestock', 'milk']",[],"['livestock', 'milk']"
P-NE-AAB-001,https://mapafrica.afdb.org/en/projects/46002-P-NE-AAB-001,"The present intervention concerns the emergency humanitarian assistance to drought affected populations. It's designed because of the drought period experienced by Niger in 2009, which resulted in an acute food crisis. The gravity of the situation is such that the food crisis prevention and management system put in place by the authorities is no longer able to meet the needs of the population. The 2009 crop year in Niger, which experienced more than a deficit rainfall, was completed with a deficit cereal balance of 120,000 tonnes based on the availability and consumption of millet, sorghum, maize and fonio cereals. Including other irrigated cereals, notably rice and wheat, the total cereal deficit amounts to 411,000 tons; which corresponds to a decrease of 36% compared to 2008. The support of the African Development Bank should complement the interventions of the other partners and those already implemented by the Nigerian authorities and devoted mainly to the purchase of seeds and zootechnical inputs.","The objective of the operation is to contribute to the improvement of the food security for the benefit of the 500 000 households or 3 500 000 people directly affected and hard by the drought and living in the vulnerable zones, by the distribution of seeds to the producers loss-making villages and zootechnical inputs to livestock; essentially to breeding females.","The main beneficiaries of the operation are the people directly affected by the drought and located in vulnerable areas, farmers and pastoralists.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-NE-AAB-001,[],"['breeding', 'livestock']",[],"['breeding', 'livestock']"
P-ZM-AAC-002,https://mapafrica.afdb.org/en/projects/46002-P-ZM-AAC-002,"This intervention concerns the community water management improvement project for traditional farmers in Mkushi, Masaiti, and Chingola districts. It aims to upgrade and carry out field-testing of national guidelines for community driven planning, design and implementation of multi-purpose small dams in Zambia. Thus, the project will add significant value to the strategic up scaling of dam development and contribute to the attainment of the MDG goals and the ambitions of the Africa Water Vision. It will contribute to design planning and funds mobilisation to spur new and on-going water development programmes such as the Integrated Water Resources Management and Water Efficiency Implementation Plan (2007-30). The project also involves direct investments in connection with the field-testing of the guidelines that will include rehabilitation and rehabilitation of three existing dams and construction of one new small dam. This intervention comprises five (05) main components namely: (1) Institutional Capacity Building and Empowerment of Farmers; (2) Improving water access for enhanced productivity; (3) Knowledge dissemination; (4) Credit Access Facilitation and (5) Project Coordination and Monitoring.","The objective of the project is to promote and use improved on-farm water management methods and low-cost irrigation technologies for food security and poverty reduction by smallholder farmers in Mkushi, Kapiri Mposhi, Masaiti, Chingola districts of Zambia.","The project will benefit small farmers of the Mkushi, Kapiri Mposhi, Masaiti, and Chingola districts. The project also addresses the issue of vulnerability of smallholder families to climate variability, both reducing their dependency on rain-fed farming and increasing their resilience to climate change.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-ZM-AAC-002,[],['smallholder'],['smallholder'],['smallholder']
P-ZW-AAE-005,https://mapafrica.afdb.org/en/projects/46002-P-ZW-AAE-005,"The Emergency Assistance to Vulnerable Smallholder Farmers Project is the Bank response to the Zimbabwe Government’s request for assistance to support vulnerable households affected by drought in the past seasons, internal displacement and cholera, to access agricultural inputs (seeds and fertilizers) in the coming 2009/2010 agricultural season. This emergency input assistance will provide inputs to 30,000 vulnerable households in the targeted communal areas to cultivate 15,000 ha of cereals and pulses. This will increase the current cereal production of the targeted farmers by 22,500mt of cereals and pulses at an estimated average yield of 1.5mt per ha.","The overall objective of this emergency assistance is to complement efforts by Government and other donors to alleviate suffering of people affected by drought, conflict and cholera and to reduce food insecurity and dependence on food aid for 30,000 vulnerable households in the country.","The support targets 30,000 communal households in Hurungwe, Gokwe North and South districts of Zimbabwe with agricultural inputs: (fertilizers, cereals and pulses) and extension services.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-ZW-AAE-005,['smallholder'],[],[],['smallholder']
P-GM-AAF-005,https://mapafrica.afdb.org/en/projects/46002-P-GM-AAF-005,"This intervention is a supplementary loan to the Artisanal Fisheries Development Project. It’s a priority that is consistent with the Government’s objectives of increasing fish production, thereby alleviating growing rural poverty. It aims to contribute to improved food security, increased employment and foreign exchange earnings and to achieve sustainable exploitation of fish resources. The project should generate a broad range of benefits that should directly affect The Gambian Government, the artisanal fishermen, and the private sector fish traders in the project area, and private sector fish processing and industrial vessel operators. This project includes the rehabilitation of a fishing jetty, the construction of a central market, the strengthening of the Fisheries Department, the monitoring, control and surveillance of the Gambian waters and the provision of a line of credit for financing fishing activities. The major components of the project are: (i) Improvement of fisheries facilities and infrastructure; (ii) Strengthening of Fisheries Department; (iii) Monitoring, control and surveillance; (iv) Credit programme; and (v) Project management.","The sectoral goal of the project is to contribute to improved food security, increased employment and foreign exchange earnings and to achieve sustainable exploitation of fish resources. The specific objective of the project is to increase fish production and incomes of the fisherfolk and to contribute to the improvement in the nutritional standards of the population.","The project beneficiaries includes the fishermen, the boat builders and repairers, the fish processing companies, women and men processors and fish traders, and the credit delivery system of Gambia Women’s Finance Associations (GWFA), Non-Governmental Organisations (NGO), Village Savings and Credit Associations (VISACA) and community based organisations (CBOs) such as Kafos and Osusus who should increase their resource base for loanable funds. In addition to the above beneficiaries, the other direct beneficiaries are the community fishing centres, the Department of Fisheries and the Government of the Gambia.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-GM-AAF-005,['processing'],[],['processing'],['processing']
P-SZ-AAC-004,https://mapafrica.afdb.org/en/projects/46002-P-SZ-AAC-004,"The Government of Swaziland received a € 910,000 grant to carry out the preparatory work necessary for the implementation of the Lower Usuthu Smallholder Irrigation Project (LUSIP)-Phase II. This entails the preparation of the feasibility studies, detailed designs and tender documents required for the implementation of the LUSIP II infrastructure investments, as well as the mobilisation of funds required for the implementation of LUSIP II infrastructure investments. The improvement of agricultural productivity is part of the country’s strategy to increase food and economic security to fight extreme poverty.","The objectives of the study are the following: i) the preparation of the feasibility studies, detailed designs and tender documents required for the implementation of the LUSIP II infrastructure investments and ii) the mobilisation of funds required for the implementation of LUSIP II infrastructure investments.","The target population of the LUSIP II project is the approximately 10,000 poor rural people living in three chiefdoms, located within the boundaries of the Swazi Nation Land to be developed under Phase II of LUSIP, in the Matata irrigation command area. Amongst the smallholder sugarcane farmers in the LUSIP area, there are about 20% female farm holders who will be equally and fairly represented in all project support services.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-SZ-AAC-004,['smallholder'],[],['smallholder'],['smallholder']
P-DJ-AAZ-001,https://mapafrica.afdb.org/en/projects/46002-P-DJ-AAZ-001,"The present operation concerns the emergency humanitarian assistance to drought victims. It was initiated because of the food insecurity faced by Djibouti in 2008. Indeed, more than 55,000 vulnerable people are in need of food assistance because, they are threatened by famine. Vulnerable people are spread across five districts of the country, namely: Arta, Ali Sabieh, Dikhil, Tadjourah and Obock. The operation should allow more specifically (i) the purchase and distribution of food, including 8,300 tons for victims of drought, 1,800 tons for Ali Addeh refugees, 1,600 tons for school canteens, health centers, program food for work and food for training, (ii) improvement of the drinking water supply system through the rehabilitation of the surface works of 12 pumping stations and the protection and equipment of 40 wells with manual pumps, (iii) the development of small agro-pastoral perimeters (small-scale agriculture and livestock farming) in line with the country's Action Plan for the emergency response to drought for the agriculture and livestock sectors.","The overall objective of the assistance is to provide rapid assistance by providing vulnerable populations with food distribution to 55,000 drought-affected people in the country's five districts and more than 6,000 refugees in Ali Addeh's camp. In addition to food, water and sanitation assistance for men and animals, consideration should be given to malnutrition in children, which is at a very worrying stage.","The operation will benefit the 55,000 people affected by food difficulties, with the major objective of saving lives and preserving their livelihoods.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-DJ-AAZ-001,"['livestock', 'pastoral']",[],[],"['livestock', 'pastoral']"
P-GM-AA0-012,https://mapafrica.afdb.org/en/projects/46002-P-GM-AA0-012,"The proposed project focuses on the development of horticultural and livestock commodities value chains products (poultry and sheep) in the Greater Banjul Area, Western, North Bank, Central River and Lower River Regions of The Gambia. It will address the need to increase productivity in the agricultural sector and connect small holders (in particular women associations) to the rapidly expanding high-value horticulture and meat markets. The project adopts a value chain approach to address the constraints affecting the sector, from production to consumption. Its implementation focuses on three components: A - Production, Processing and Marketing of Livestock and Horticultural Products; B - Capacity Building and C - Project Management. The project duration is five years, starting from year 2009. The total cost is UA 4.72 million.","The sector goal is to contribute to food security. The objective of the project is to increase, on a sustainable basis, the production and marketability of horticultural and livestock products and by-products, nationwide. This will increase producers’ and processors’ incomes and consumers accessibility to quality food products, thereby reducing poverty in rural and peri-urban areas.","The project will directly benefit a population of about 3,000 households. It will also indirectly support and be supported by the expanding tourism industry which currently relies on imports of meats and vegetables for the supply of hotels. This should trigger the development of the Gambian agro-industry.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-GM-AA0-012,"['livestock', 'meat', 'poultry', 'processing', 'sheep']",['livestock'],[],"['livestock', 'meat', 'poultry', 'processing', 'sheep']"
P-CG-AA0-010,https://mapafrica.afdb.org/en/projects/46002-P-CG-AA0-010,"The Agriculture Sector Study (ASS) was designed because of the lack of reliable information on the potential and constraints suffering from the Congolese agricultural and rural sector, making it difficult to properly formulate a coherent, medium- and long term agricultural development plan, as well as strategies to achieve it. The proposed study should update the basic data of the different sub-sectors, and prepare agricultural land use capability maps to allow for rational planning of future interventions based on reliable information. It should deepen the strategic analyses made during preparation of previous planning documents. The study should also help to clarify previous medium and long-term priority interventions in the agricultural and rural sector, as well as identify and assess the feasibility of priority development actions that will be presented according to theme. Based on the results of the surveys, existing documentation and strategic analysis of the sector, an Agricultural Sector Development Master Plan (ASDMP), including annexes for agriculture, livestock, fisheries, aquaculture and the environment, and a National Priority Agricultural Sector Rehabilitation and Development Program (NASRDP) will be prepared.","The sector goal of the study is to contribute to the improvement of food security in the country. Specifically, the study aims at preparing a medium and long-term Agriculture Sector Development Master Plan (ASDMP) and a National Agricultural Sector Rehabilitation and Development Program (NASRDP) comprising priority actions to be implemented by sub-sector
and by Department to boost financing of the sector with the support of donors.",The beneficiaries of the project are the Congolese State and the populations of the twelve departments covered by the project.,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-CG-AA0-010,"['ass', 'livestock']",[],[],"['ass', 'livestock']"
P-KE-AAZ-006,https://mapafrica.afdb.org/en/projects/46002-P-KE-AAZ-006,"Avian  Influenza  (or  Bird  Flu)  is  viral  infection  that  has  the  ability  of  infecting  human  beings that are in contact with ill birds or in an environment where the virus is present. There are two  forms  of  the  bird  flu  –  the  mildly  pathogenic  Avian  Influenza  (MPAI)  and  the  highly  pathogenic  Avian  Influenza  (HPAI).  The  most  pathogenic  strain  is  the  H5N1.  Since  the  first  outbreak in 2003, about 150 persons have contracted the deadly H5N1 virus from direct contact with infected domestic birds and about half of them have died from H5N1 respiratory infection in  countries  such  as  Indonesia,  China,  Thailand,  Vietnam,  Laos,  Cambodia,  Japan,  Egypt,  Nigeria,  Korea  and  Malaysia.  During  this  period,  over  150  million  chickens  have  either  died  from the disease or have been culled, resulting in an estimated economic loss of about US$ 10 billion. WHO has reported a total of 77 human cases with 50 fatalities in 7 countries-(Cambodia, China, Egypt, Indonesia, Lao People’s Democratic Republic, Nigeria and Viet Nam).","The general objective is to contribute to the Bird Flu Emergency Preparedness, and enhance combating the disease in the event that there is an outbreak in Kenya. It is also to strengthen national capacity to maintain functional laboratories and prepare long-term strategic plans and programmes to contain and control the spread of the pandemic should there be an outbreak.",The population.,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-KE-AAZ-006,['chickens'],[],[],['chickens']
P-KE-AAZ-005,https://mapafrica.afdb.org/en/projects/46002-P-KE-AAZ-005,,"The objective of the proposed Bank emergency humanitarian relief assistance is to contribute to the Government of Kenya and UN's efforts in providing urgent food aid distributions and deliveries of water purification supplies, medicines and shelter materials to the flood affected victims. The emergency relief assistance operation will be funded through a grant from the Bank's Special Relief Fund (SRF). The total grant amount will be limited to the approved country ceiling of US$500,000 (five hundred thousand). The grant funds will be used to purchase food, as well as associated costs of transportation and distribution of food rations to the beneficiaries and for administrative charges. Relief food assistance will be channelled through targeted food distribution to households affected by the floods and to those with no livestock or other sources of income (remittances and wage labour) to purchase food and other basic needs; and widows, orphans, female and elderly-headed households without visible means of survival. Relief assistance will be specifically targeted to districts most affected by the floods. It is proposed that the total contribution of US$500,000 would be used for buying approximately 1,000 tons of maize locally. Due to the imminent shortfalls only local purchases are timely enough to avoid suspending life-saving food assistance.",,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-KE-AAZ-005,[],['livestock'],[],['livestock']
P-MZ-AAC-001,https://mapafrica.afdb.org/en/projects/46002-P-MZ-AAC-001,"This project consist of a preparation study for the Committee for the Facilitation of Agriculture between Mozambique and South Africa (COFMOSA) Irrigation Project. The study will be conducted by a reputable and specialized consulting engineering firm over a period of 12 months. It will address various water resources management issues and design aspects the irrigation project including technical, institutional, legal, social, cultural, economic, and environmental ones. The study will also include the preparation of semi-detailed designs and bill of quantities (BOQ) for the irrigation systems for the first phase of the project (10,000 ha). Additionally, the study will review and assess possible options for public-private partnership (PPP), as the Business Model, to manage the agriculture production based on irrigated sugar cane plantation, processing and marketing. After the conclusion of the feasibility study, the GoM in coordination with other stakeholder will organize a financial resources mobilization workshop to present the feasibility study findings and discuss financing plans with donors and private sector.","The overall long term outcome of the study will be to enable Mozambique optimizing the land and water resources potential of the Sabie-Inkomatie area assigned to COFAMOSA with respect to water development for irrigation, while enhancing the socio-economic benefits of the project area and protecting the biophysical environment in the area. The implementation of COFMOSA Irrigation Project would contribute to reduce poverty levels in the Moamba and Magude Districts, Province of Maputo, in addition to increasing the foreign currency earning, through increased exports of high value crops that will include sugar and/or ethanol.","The key beneficiaries of the project are the farmers in Moamba (Sabie Administrative Post) and Magude (Panjane Administrative Post) Districts as well as farmers from Inkomazi area in Mpumalanga in South Africa. Also, the whole populations of Moamba and Magude Districts which are estimated at 43,396 and 42,788 people, respectively.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-MZ-AAC-001,['processing'],[],[],['processing']
P-GA-AAG-002,https://mapafrica.afdb.org/en/projects/46002-P-GA-AAG-002,"The Agricultural Expansion Project of the Investment Company for Tropical Agriculture (SIAT) -Gabon is designed to develop the cultivation of oil palm and rubber, adopting the concept of sustainable agriculture. In order to increase the productivity of existing plantations, Siat Gabon should, in addition, gradually replace the old oil palms and rubber trees. The project should focus on the production of value-added commodities through the acquisition of an additional granular rubber cylinder mixer and by strengthening the capacity of the palm oil mill, pulp mill and the palm oil refining plant. This expansion project is as follows: at the oil palm level, these are: (i) creation of a new oil palm of 4,250 ha and the replanting of 1,500 ha of oil palm in Bindo; (ii) replanting of 750 ha of oil palms at Zile; (iii) replanting of 1000 ha of oil palms at Makouké; (iv) modernization of the palm oil mill and the Makouké crushing plant; (v) expanding the capacity of the Lambaréné palm oil refining plant from 50 tonnes per day to 75 tonnes per day; vi) modernization of the Lambaréné soap factory, and vii) increase of 3,000 tonnes in the capacity of the Lambaréné and Port Gentil palm oil storage tanks. Concerning the rubber, it question of: (i) replanting of 4,100 ha of rubber plantations in Bitam and Mitzic; (ii) support to the rubber smallholder plan for 2,000 ha; and (iii) acquisition of a second granular rubber roll mill with a capacity of 40 tonnes per day at Mitzic.","The objective of the project is to allow the extension of the palm groves and rubber plantations of Mitzic, Bitam, Lambaréné and Makouké, as well as the creation of a new palm grove in Bindo.","The project benefits the people and the Government of Gabon, which aims to diversify its economy so that it no longer relies on the oil sector alone.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-GA-AAG-002,['smallholder'],[],[],['smallholder']
P-LS-AAZ-001,https://mapafrica.afdb.org/en/projects/46002-P-LS-AAZ-001,"The present intervention concerns the emergency food assistance to populations affected by drought in 2005. It aims to contribute to the alleviation of the suffering of the drought-affected victims. The assistance should be channeled through targeted food distribution to households with insufficient crop production (as a result of insufficient rainfall), and to those with no livestock or other sources of income (remittances and wage labour) to purchase food and other basic needs; and widows, orphans, female and elderly-headed households without visible means of survival. This Relief assistance should be specifically targeted to provinces and districts most affected by poor rainfall. The intervention of the African Development Bank should be used to purchase food (approximately 1000 tons of maize), as well as associated costs of transportation and distribution of food rations to the beneficiaries and for administrative charges.",The objective of the Emergency Assistance Program is to contribute to the alleviation of the suffering of the drought-affected victims in Lesotho.,"The main beneficiairies of the intervention are the populations affected by drought: vulnerable individuals and households, widows, orphans, female and elderly-headed households without visible means of survival.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-LS-AAZ-001,['livestock'],[],[],['livestock']
P-SL-AA0-015,https://mapafrica.afdb.org/en/projects/46002-P-SL-AA0-015,"The Rural Finance and Community Improvement Programme (RFCIP) is designed during the reconstruction phase following the 11-year civil conflict which ended in 2002. It aims to build the capacity of the rural finance sector at the micro, meso and macro levels. The programme should form collective semi-formal institutions such as Financial Services Associations (FSAs) and formal institutions such as community banks. It should also work on building apex institutions such as Technical Assistance Agency (TAA). The RFCIP consists of three components, namely: (1) access to Rural Financial Services; (2) support to Community Development; and (3) programme management.",The overall goal of the programme is to reduce rural poverty and household food insecurity on a sustainable basis.,"The programme aims at serving the economically active rural poor, particularly women and the youth. The primary target groups are: (1) smallholder farming households, including female-headed households; (2) micro and small-scale entrepreneurs, including women; and (3) youth, including ex-combatants and sexually-abused young women/single mothers.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-SL-AA0-015,[],[],['smallholder'],['smallholder']
P-BW-AAC-002,https://mapafrica.afdb.org/en/projects/46002-P-BW-AAC-002,"The present project concerns the preparation of Improved Water Control and Management System for Pandamatenga Area. It's initiated because the geometric design and environmental impact assessment (EIA) report produced in 2003 for water control and management systems need to be updated and to include an additional 2,500 ha. The project consists of three main activity components: (i) Water Drainage Systems: Geometric design of water control and drainage system for an area of 2,500 ha; (ii) Water Control and Management Initiatives: This includes training of 20 Government staff and 266 farmers in water control techniques and water management; provision of scientific equipment related to soil testing and cartographical survey and enhancing capacities of the Research and Extension departments of the MOA; (iii) Ecosystem Conservation: Activities here include preparation of EIA for the supplementary 2,500 ha; updating the EIA for the 25,074 ha; as well as implementing associated ESMPs for the full development area of 27,574 ha.",The sector goal of the project is to contribute to the implementation of the water management component of the National Master Plan for Arable Agriculture and Dairy Development (NAMPAADD) Plan. The objective is the preparation of technical reports for an investment proposal.,"The direct beneficiaries of the project are farmers and Government institutions involved in the implementation and exploitation of the Pandamatenga Agricultural Infrastructure Development Project (PAIDP). These include 266 farming households (including 33 female-headed households) in Pandamatenga, made up of 245 farming households classified as traditional; and 21 farming households classified as large scale that would all benefit from improved water control systems and better production management. The MOA should also benefit from human resource development.",ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-BW-AAC-002,[],['dairy'],[],['dairy']
P-BW-AAZ-001,https://mapafrica.afdb.org/en/projects/46002-P-BW-AAZ-001,"The present project relates to the Agriculture Sector Review in Botswana. It's designed by the Government of Botswana with the support of the African Development Bank. This review should permit to have: i) a comprehensive assessment of the agriculture sector and food security situation in the country; and b) a framework of strategic orientations to achieving sustainable agricultural development, food security and nutrition established, in order to enable the government mobilize resources for the recovery and development of the agriculture sector.","The main objectives of the review are to: (i) undertake a holistic and in-depth review of the agriculture sector performance and all the existing agricultural sector policy initiatives; (ii) identify existing gaps ( e.g. information, technology, capacity and institutional etc.) in the sector with a view to informing the formulation of the holistic sector policy; (iii) analyse sector constraints and potentials and make policy recommandations taking into account international experiences; (iv) develop an investment framework and mobilize more ressources for the agriculture sector with emphasis on current policies, food security, poverty alleviation, competitiveness, increased productivity, trade and environmental sustainability; (v) develop a holistic agriculture sector policy strategy that would feed into the Country Strategy program; and (vi) propose specific areas of intervention and strategic options where the African Development Bank and other financial institutions can assist the country within the framework of the country's development objetcives as well as its regional and international obligations.",The main beneficiaries of the project are the Government of Botswana and the actors of the agricultural system of Botswana.,ok,sections extracted successfully; working URL: https://mapafrica.afdb.org/en/projects/46002-P-BW-AAZ-001,[],['feed'],[],['feed']
